num_locations,num_bootstrappers,num_reputables,num_endorsees,num_newbies,num_meetups,num_meetups_without_bootstrapper_or_reputable,min_num_bootstrappers,max_num_bootstrappers,min_num_reputables,max_num_reputables,min_bootstrapers_and_reputable,min_newbie_ratio,max_newbie_ratio,min_length,max_length,num_participants
5,3,8524,10000,6593,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,8524,10000,10000,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,0,0,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,0,2506,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,0,5065,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,0,7836,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,0,10000,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,39,0,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,39,5691,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,39,4081,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,39,6051,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,39,10000,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,8071,0,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,8071,8814,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,8071,382,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,8071,2102,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,8071,10000,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,295,0,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,295,180,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,295,8126,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,295,4813,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,295,10000,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,10000,0,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,10000,4595,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,10000,7787,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,10000,5533,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,3,10000,10000,10000,5,0,0,1,10,11,11,0.0,0.0,11,11,55
5,6,0,0,0,1,0,6,6,0,0,6,0.0,0.0,6,6,6
5,6,0,0,6751,1,0,6,6,0,0,6,0.25,0.25,8,8,8
5,6,0,0,885,1,0,6,6,0,0,6,0.25,0.25,8,8,8
5,6,0,0,7019,1,0,6,6,0,0,6,0.25,0.25,8,8,8
5,6,0,0,10000,1,0,6,6,0,0,6,0.25,0.25,8,8,8
5,6,0,6080,0,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,6080,3921,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,6080,4201,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,6080,3867,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,6080,10000,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,4781,0,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,4781,1745,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,4781,1546,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,4781,9718,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,4781,10000,5,0,1,2,0,0,1,0.0,0.0,11,11,55
5,6,0,5244,0,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,5244,4513,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,5244,3253,5,0,1,2,0,0,1,0.0,0.0,11,11,55
5,6,0,5244,8501,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,5244,10000,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,10000,0,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,10000,129,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,10000,6274,5,0,1,2,0,0,1,0.0,0.0,11,11,55
5,6,0,10000,7683,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,0,10000,10000,5,0,1,2,0,0,1,0.0,0.0,10,12,55
5,6,2631,0,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,0,8028,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,0,410,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,0,8553,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,0,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,7767,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,7767,2998,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,7767,4000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,7767,4491,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,7767,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3144,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3144,794,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3144,5234,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3144,4375,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3144,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3607,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3607,70,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3607,8599,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3607,1704,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,3607,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,10000,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,10000,2922,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,10000,360,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,10000,9212,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,2631,10000,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,0,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,0,3360,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,0,2231,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,0,9892,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,0,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,6459,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,6459,4863,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,6459,9569,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,6459,3632,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,6459,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,4779,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,4779,5711,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,4779,9473,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,4779,6369,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,4779,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,8604,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,8604,6701,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,8604,6223,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,8604,9143,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,8604,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,10000,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,10000,4015,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,10000,3154,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,10000,4112,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,5800,10000,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,0,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,0,3988,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,0,730,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,0,7800,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,0,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,500,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,500,2933,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,500,1262,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,500,9054,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,500,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,8676,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,8676,8340,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,8676,9651,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,8676,9662,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,8676,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,4386,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,4386,4015,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,4386,6052,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,4386,6427,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,4386,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,10000,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,10000,2055,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,10000,9000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,10000,4753,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,1035,10000,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,0,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,0,5656,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,0,9487,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,0,8452,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,0,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,156,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,156,8746,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,156,3980,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,156,3012,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,156,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,1464,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,1464,4513,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,1464,950,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,1464,2977,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,1464,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,7820,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,7820,9523,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,7820,9593,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,7820,1738,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,7820,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,10000,0,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,10000,6473,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,10000,4982,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,10000,3688,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,6,10000,10000,10000,5,0,1,2,9,10,11,0.0,0.0,11,11,55
5,12,0,0,0,2,0,6,6,0,0,6,0.0,0.0,6,6,12
5,12,0,0,639,2,0,6,6,0,0,6,0.25,0.25,8,8,16
5,12,0,0,822,2,0,6,6,0,0,6,0.25,0.25,8,8,16
5,12,0,0,4096,2,0,6,6,0,0,6,0.25,0.25,8,8,16
5,12,0,0,10000,2,0,6,6,0,0,6,0.25,0.25,8,8,16
5,12,0,4489,0,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,4489,4790,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,4489,6994,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,4489,4082,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,4489,10000,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,3588,0,5,0,2,3,0,0,2,0.0,0.0,11,11,55
5,12,0,3588,7992,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,3588,7838,5,0,2,3,0,0,2,0.0,0.0,11,11,55
5,12,0,3588,7234,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,3588,10000,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,2469,0,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,2469,3043,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,2469,2203,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,2469,3766,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,2469,10000,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,10000,0,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,10000,68,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,10000,9917,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,10000,2067,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,0,10000,10000,5,0,2,3,0,0,2,0.0,0.0,10,12,55
5,12,7024,0,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,0,6844,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,0,6904,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,0,8556,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,0,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,103,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,103,9245,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,103,842,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,103,5767,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,103,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,5816,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,5816,9834,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,5816,9118,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,5816,7738,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,5816,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,2455,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,2455,7249,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,2455,9142,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,2455,7541,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,2455,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,10000,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,10000,8007,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,10000,5786,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,10000,8836,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7024,10000,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,0,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,0,6513,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,0,7003,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,0,5379,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,0,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,9520,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,9520,5673,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,9520,1873,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,9520,81,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,9520,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,8228,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,8228,7417,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,8228,9905,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,8228,4123,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,8228,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,6393,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,6393,1660,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,6393,500,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,6393,9899,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,6393,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,10000,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,10000,1995,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,10000,3952,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,10000,5986,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,6801,10000,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,0,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,0,7827,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,0,5942,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,0,9766,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,0,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,7530,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,7530,3763,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,7530,264,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,7530,6945,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,7530,10000,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,3951,0,5,0,2,3,8,9,11,0.0,0.0,11,11,55
5,12,7050,3951,579,5,0,2,3,8,9,11,0.0,0.0,11,11,55
